,Week,Year,defense,defense_conference,drive_number,drive_result,elapsed,end_period,end_time,end_yardline,end_yards_to_goal,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,start_yards_to_goal,yards
0,2.0,2014.0,Buffalo,Mid-American,1,FUMBLE,"{'seconds': 50, 'minutes': 0}",1,"{'minutes': 14, 'seconds': 10}",48,52,400548098,4005480981,Army,FBS Independents,2,False,1,"{'minutes': 15, 'seconds': 0}",38,62,10
2,2.0,2014.0,Buffalo,Mid-American,3,TD,"{'minutes': 6, 'seconds': 13}",1,"{'minutes': 4, 'seconds': 13}",100,0,400548098,4005480983,Army,FBS Independents,11,True,1,"{'minutes': 10, 'seconds': 26}",25,75,75
4,2.0,2014.0,Buffalo,Mid-American,5,TD,"{'minutes': 4, 'seconds': 15}",2,"{'minutes': 10, 'seconds': 33}",100,0,400548098,4005480985,Army,FBS Independents,7,True,2,"{'minutes': 14, 'seconds': 48}",20,80,80
6,2.0,2014.0,Buffalo,Mid-American,7,PUNT,"{'minutes': 5, 'seconds': 0}",2,"{'minutes': 1, 'seconds': 5}",52,48,400548098,4005480987,Army,FBS Independents,11,False,2,"{'minutes': 6, 'seconds': 5}",12,88,40
8,2.0,2014.0,Buffalo,Mid-American,9,TD,"{'seconds': 12, 'minutes': 0}",2,"{'seconds': 22, 'minutes': 0}",100,0,400548098,4005480989,Army,FBS Independents,2,True,2,"{'seconds': 34, 'minutes': 0}",92,8,8
11,2.0,2014.0,Buffalo,Mid-American,12,PUNT,"{'minutes': 3, 'seconds': 53}",3,"{'minutes': 8, 'seconds': 14}",46,54,400548098,40054809812,Army,FBS Independents,6,False,3,"{'minutes': 12, 'seconds': 7}",35,65,11
13,2.0,2014.0,Buffalo,Mid-American,14,TD,"{'seconds': 16, 'minutes': 0}",3,"{'minutes': 5, 'seconds': 57}",100,0,400548098,40054809814,Army,FBS Independents,1,True,3,"{'minutes': 6, 'seconds': 13}",55,45,45
15,2.0,2014.0,Buffalo,Mid-American,16,TD,"{'seconds': 50, 'minutes': 0}",3,"{'minutes': 3, 'seconds': 22}",100,0,400548098,40054809816,Army,FBS Independents,2,True,3,"{'minutes': 4, 'seconds': 12}",58,42,42
17,2.0,2014.0,Buffalo,Mid-American,18,TD,"{'minutes': 4, 'seconds': 53}",4,"{'minutes': 11, 'seconds': 55}",100,0,400548098,40054809818,Army,FBS Independents,11,True,3,"{'minutes': 1, 'seconds': 54}",25,75,75
19,2.0,2014.0,Buffalo,Mid-American,20,TD,"{'seconds': 33, 'minutes': 0}",4,"{'minutes': 11, 'seconds': 10}",100,0,400548098,40054809820,Army,FBS Independents,2,True,4,"{'minutes': 11, 'seconds': 43}",67,33,33
22,2.0,2014.0,Buffalo,Mid-American,23,FUMBLE,"{'seconds': 54, 'minutes': 0}",4,"{'minutes': 5, 'seconds': 3}",67,33,400548098,40054809823,Army,FBS Independents,2,False,4,"{'minutes': 5, 'seconds': 57}",57,43,10
24,2.0,2014.0,Buffalo,Mid-American,25,PUNT,"{'minutes': 1, 'seconds': 41}",4,"{'seconds': 57, 'minutes': 0}",47,53,400548098,40054809825,Army,FBS Independents,3,False,4,"{'minutes': 2, 'seconds': 38}",44,56,3
26,2.0,2014.0,Buffalo,Mid-American,27,END OF GAME,"{'seconds': 30, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",65,35,400548098,40054809827,Army,FBS Independents,1,False,4,"{'seconds': 30, 'minutes': 0}",66,34,-1
1,3.0,2014.0,Stanford,Pac-12,2,PUNT,"{'minutes': 2, 'seconds': 41}",1,"{'minutes': 8, 'seconds': 3}",24,24,400548265,4005482652,Army,FBS Independents,4,False,1,"{'minutes': 10, 'seconds': 44}",88,88,15
3,3.0,2014.0,Stanford,Pac-12,4,PUNT,"{'minutes': 2, 'seconds': 17}",1,"{'minutes': 4, 'seconds': 7}",34,34,400548265,4005482654,Army,FBS Independents,3,False,1,"{'minutes': 6, 'seconds': 24}",87,87,8
5,3.0,2014.0,Stanford,Pac-12,6,FUMBLE,"{'minutes': 1, 'seconds': 48}",2,"{'minutes': 13, 'seconds': 54}",57,57,400548265,4005482656,Army,FBS Independents,3,False,1,"{'seconds': 42, 'minutes': 0}",95,95,4
6,3.0,2014.0,Stanford,Pac-12,7,PUNT,"{'minutes': 3, 'seconds': 39}",2,"{'minutes': 10, 'seconds': 15}",21,21,400548265,4005482657,Army,FBS Independents,6,False,2,"{'minutes': 13, 'seconds': 54}",57,57,2
8,3.0,2014.0,Stanford,Pac-12,9,PUNT,"{'minutes': 3, 'seconds': 25}",2,"{'minutes': 4, 'seconds': 43}",23,23,400548265,4005482659,Army,FBS Independents,6,False,2,"{'minutes': 8, 'seconds': 8}",88,88,32
10,3.0,2014.0,Stanford,Pac-12,11,FUMBLE,"{'seconds': 12, 'minutes': 0}",2,"{'minutes': 1, 'seconds': 28}",85,85,400548265,40054826511,Army,FBS Independents,2,False,2,"{'minutes': 1, 'seconds': 40}",87,87,2
12,3.0,2014.0,Stanford,Pac-12,13,END OF HALF,"{'seconds': 27, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",74,74,400548265,40054826513,Army,FBS Independents,1,False,2,"{'seconds': 27, 'minutes': 0}",75,75,1
13,3.0,2014.0,Stanford,Pac-12,14,PUNT,"{'minutes': 8, 'seconds': 55}",3,"{'minutes': 6, 'seconds': 5}",2,2,400548265,40054826514,Army,FBS Independents,13,False,3,"{'minutes': 15, 'seconds': 0}",75,75,37
15,3.0,2014.0,Stanford,Pac-12,16,DOWNS,"{'minutes': 2, 'seconds': 56}",4,"{'minutes': 14, 'seconds': 55}",65,65,400548265,40054826516,Army,FBS Independents,6,False,3,"{'minutes': 2, 'seconds': 51}",75,75,10
17,3.0,2014.0,Stanford,Pac-12,18,INT,"{'minutes': 2, 'seconds': 21}",4,"{'minutes': 9, 'seconds': 14}",27,27,400548265,40054826518,Army,FBS Independents,7,False,4,"{'minutes': 11, 'seconds': 35}",65,65,26
19,3.0,2014.0,Stanford,Pac-12,20,DOWNS,"{'minutes': 4, 'seconds': 55}",4,"{'minutes': 1, 'seconds': 14}",5,5,400548265,40054826520,Army,FBS Independents,10,False,4,"{'minutes': 6, 'seconds': 9}",75,75,70
0,4.0,2014.0,Wake Forest,ACC,1,PUNT,"{'minutes': 1, 'seconds': 54}",1,"{'minutes': 13, 'seconds': 6}",71,71,400547832,4005478321,Army,FBS Independents,3,False,1,"{'minutes': 15, 'seconds': 0}",75,75,4
2,4.0,2014.0,Wake Forest,ACC,3,PUNT,"{'minutes': 2, 'seconds': 51}",1,"{'minutes': 7, 'seconds': 41}",71,71,400547832,4005478323,Army,FBS Independents,5,False,1,"{'minutes': 10, 'seconds': 32}",89,89,18
4,4.0,2014.0,Wake Forest,ACC,5,TD,"{'minutes': 5, 'seconds': 5}",1,"{'seconds': 49, 'minutes': 0}",0,0,400547832,4005478325,Army,FBS Independents,8,True,1,"{'minutes': 5, 'seconds': 54}",76,76,76
6,4.0,2014.0,Wake Forest,ACC,7,TD,"{'minutes': 4, 'seconds': 10}",2,"{'minutes': 9, 'seconds': 22}",0,0,400547832,4005478327,Army,FBS Independents,8,True,2,"{'minutes': 13, 'seconds': 32}",74,74,74
8,4.0,2014.0,Wake Forest,ACC,9,TD,"{'minutes': 4, 'seconds': 28}",2,"{'minutes': 2, 'seconds': 23}",0,0,400547832,4005478329,Army,FBS Independents,9,True,2,"{'minutes': 6, 'seconds': 51}",68,68,68
10,4.0,2014.0,Wake Forest,ACC,11,MISSED FG,"{'minutes': 1, 'seconds': 58}",2,"{'minutes': 0, 'seconds': 0}",23,23,400547832,40054783211,Army,FBS Independents,4,False,2,"{'minutes': 1, 'seconds': 58}",24,24,1
12,4.0,2014.0,Wake Forest,ACC,13,PUNT,"{'minutes': 2, 'seconds': 4}",3,"{'minutes': 11, 'seconds': 26}",59,59,400547832,40054783214,Army,FBS Independents,3,False,3,"{'minutes': 13, 'seconds': 30}",66,66,7
14,4.0,2014.0,Wake Forest,ACC,15,FUMBLE,"{'minutes': 5, 'seconds': 52}",3,"{'minutes': 4, 'seconds': 4}",28,28,400547832,40054783216,Army,FBS Independents,10,False,3,"{'minutes': 9, 'seconds': 56}",51,51,23
16,4.0,2014.0,Wake Forest,ACC,17,PUNT,"{'minutes': 3, 'seconds': 15}",4,"{'minutes': 10, 'seconds': 58}",48,48,400547832,40054783218,Army,FBS Independents,6,False,4,"{'minutes': 14, 'seconds': 13}",75,75,27
18,4.0,2014.0,Wake Forest,ACC,19,FUMBLE,"{'minutes': 3, 'seconds': 58}",4,"{'minutes': 2, 'seconds': 47}",59,59,400547832,40054783220,Army,FBS Independents,8,False,4,"{'minutes': 6, 'seconds': 45}",75,75,16
20,4.0,2014.0,Wake Forest,ACC,21,END OF GAME,"{'seconds': 2, 'minutes': 0}",4,"{'minutes': 0, 'seconds': 0}",71,71,400547832,40054783222,Army,FBS Independents,1,False,4,"{'seconds': 2, 'minutes': 0}",71,71,0
0,5.0,2014.0,Yale,,1,PUNT,"{'minutes': 3, 'seconds': 28}",1,"{'minutes': 11, 'seconds': 32}",37,37,400548459,4005484591,Army,FBS Independents,6,False,1,"{'minutes': 15, 'seconds': 0}",75,75,38
2,5.0,2014.0,Yale,,3,TD,"{'minutes': 6, 'seconds': 59}",1,"{'minutes': 3, 'seconds': 28}",0,0,400548459,4005484593,Army,FBS Independents,13,True,1,"{'minutes': 10, 'seconds': 27}",57,57,57
4,5.0,2014.0,Yale,,5,PUNT,"{'minutes': 1, 'seconds': 37}",2,"{'minutes': 13, 'seconds': 30}",66,66,400548459,4005484595,Army,FBS Independents,3,False,1,"{'seconds': 7, 'minutes': 0}",75,75,9
6,5.0,2014.0,Yale,,7,TD,"{'minutes': 4, 'seconds': 25}",2,"{'minutes': 6, 'seconds': 1}",0,0,400548459,4005484597,Army,FBS Independents,9,True,2,"{'minutes': 10, 'seconds': 26}",80,80,80
8,5.0,2014.0,Yale,,9,TD,"{'seconds': 55, 'minutes': 0}",2,"{'minutes': 1, 'seconds': 12}",0,0,400548459,4005484599,Army,FBS Independents,5,True,2,"{'minutes': 2, 'seconds': 7}",70,70,70
10,5.0,2014.0,Yale,,11,DOWNS,"{'seconds': 33, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",45,45,400548459,40054845911,Army,FBS Independents,5,False,2,"{'seconds': 33, 'minutes': 0}",58,58,13
13,5.0,2014.0,Yale,,14,TD,"{'minutes': 1, 'seconds': 33}",3,"{'minutes': 8, 'seconds': 32}",0,0,400548459,40054845916,Army,FBS Independents,4,True,3,"{'minutes': 10, 'seconds': 5}",67,67,67
15,5.0,2014.0,Yale,,16,PUNT,"{'minutes': 1, 'seconds': 36}",3,"{'minutes': 3, 'seconds': 28}",78,78,400548459,40054845918,Army,FBS Independents,3,False,3,"{'minutes': 5, 'seconds': 4}",78,78,0
17,5.0,2014.0,Yale,,18,TD,"{'seconds': 24, 'minutes': 0}",4,"{'minutes': 14, 'seconds': 48}",0,0,400548459,40054845920,Army,FBS Independents,3,True,3,"{'seconds': 21, 'minutes': 0}",75,75,75
19,5.0,2014.0,Yale,,20,DOWNS,"{'minutes': 3, 'seconds': 31}",4,"{'minutes': 8, 'seconds': 34}",15,15,400548459,40054845922,Army,FBS Independents,9,False,4,"{'minutes': 12, 'seconds': 5}",87,87,72
21,5.0,2014.0,Yale,,22,PUNT,"{'minutes': 1, 'seconds': 59}",4,"{'minutes': 4, 'seconds': 35}",90,90,400548459,40054845924,Army,FBS Independents,3,False,4,"{'minutes': 6, 'seconds': 34}",99,99,9
23,5.0,2014.0,Yale,,24,MISSED FG,"{'minutes': 1, 'seconds': 42}",4,"{'minutes': 0, 'seconds': 0}",25,25,400548459,40054845926,Army,FBS Independents,8,False,4,"{'minutes': 1, 'seconds': 42}",75,75,50
24,5.0,2014.0,Yale,,25,END OF GAME,"{'minutes': 0, 'seconds': 0}",4,"{'minutes': 0, 'seconds': 0}",25,25,400548459,40054845927,Army,FBS Independents,5,False,4,"{'minutes': 0, 'seconds': 0}",25,25,0
1,6.0,2014.0,Ball State,Mid-American,2,TD,"{'minutes': 3, 'seconds': 15}",1,"{'minutes': 11, 'seconds': 5}",100,0,400548120,4005481202,Army,FBS Independents,7,True,1,"{'minutes': 14, 'seconds': 20}",71,29,29
3,6.0,2014.0,Ball State,Mid-American,4,FUMBLE,"{'minutes': 1, 'seconds': 42}",1,"{'minutes': 6, 'seconds': 57}",56,44,400548120,4005481204,Army,FBS Independents,4,False,1,"{'minutes': 8, 'seconds': 39}",11,89,45
5,6.0,2014.0,Ball State,Mid-American,6,TD,"{'minutes': 2, 'seconds': 32}",1,"{'minutes': 4, 'seconds': 1}",100,0,400548120,4005481206,Army,FBS Independents,6,True,1,"{'minutes': 6, 'seconds': 33}",44,56,56
7,6.0,2014.0,Ball State,Mid-American,8,PUNT,"{'minutes': 2, 'seconds': 29}",2,"{'minutes': 14, 'seconds': 48}",63,37,400548120,4005481208,Army,FBS Independents,5,False,1,"{'minutes': 2, 'seconds': 17}",43,57,20
9,6.0,2014.0,Ball State,Mid-American,10,FG,"{'minutes': 4, 'seconds': 3}",2,"{'minutes': 8, 'seconds': 58}",74,26,400548120,40054812010,Army,FBS Independents,7,True,2,"{'minutes': 13, 'seconds': 1}",56,44,18
11,6.0,2014.0,Ball State,Mid-American,12,PUNT,"{'minutes': 2, 'seconds': 20}",2,"{'minutes': 4, 'seconds': 27}",42,58,400548120,40054812012,Army,FBS Independents,5,False,2,"{'minutes': 6, 'seconds': 47}",13,87,29
13,6.0,2014.0,Ball State,Mid-American,14,FG,"{'minutes': 2, 'seconds': 9}",2,"{'seconds': 7, 'minutes': 0}",97,3,400548120,40054812014,Army,FBS Independents,6,True,2,"{'minutes': 2, 'seconds': 16}",25,75,72
15,6.0,2014.0,Ball State,Mid-American,16,DOWNS,"{'minutes': 7, 'seconds': 14}",3,"{'minutes': 7, 'seconds': 46}",99,1,400548120,40054812016,Army,FBS Independents,13,False,3,"{'minutes': 15, 'seconds': 0}",25,75,74
17,6.0,2014.0,Ball State,Mid-American,18,TD,"{'minutes': 2, 'seconds': 48}",3,"{'minutes': 2, 'seconds': 53}",100,0,400548120,40054812018,Army,FBS Independents,5,True,3,"{'minutes': 5, 'seconds': 41}",39,61,61
19,6.0,2014.0,Ball State,Mid-American,20,PUNT,"{'minutes': 2, 'seconds': 7}",4,"{'minutes': 12, 'seconds': 46}",20,80,400548120,40054812020,Army,FBS Independents,3,False,4,"{'minutes': 14, 'seconds': 53}",25,75,-5
21,6.0,2014.0,Ball State,Mid-American,22,TD,"{'minutes': 5, 'seconds': 1}",4,"{'minutes': 3, 'seconds': 34}",100,0,400548120,40054812022,Army,FBS Independents,10,True,4,"{'minutes': 8, 'seconds': 35}",25,75,75
23,6.0,2014.0,Ball State,Mid-American,24,END OF GAME,"{'minutes': 2, 'seconds': 42}",4,"{'minutes': 0, 'seconds': 0}",81,19,400548120,40054812024,Army,FBS Independents,5,False,4,"{'minutes': 2, 'seconds': 42}",60,40,21
1,7.0,2014.0,Rice,Conference USA,2,PUNT,"{'minutes': 3, 'seconds': 59}",1,"{'minutes': 6, 'seconds': 30}",49,51,400548049,4005480492,Army,FBS Independents,6,False,1,"{'minutes': 10, 'seconds': 29}",35,65,14
3,7.0,2014.0,Rice,Conference USA,4,TD,"{'minutes': 2, 'seconds': 41}",1,"{'minutes': 1, 'seconds': 27}",100,0,400548049,4005480494,Army,FBS Independents,5,True,1,"{'minutes': 4, 'seconds': 8}",59,41,41
5,7.0,2014.0,Rice,Conference USA,6,PUNT,"{'minutes': 2, 'seconds': 8}",2,"{'minutes': 10, 'seconds': 20}",24,76,400548049,4005480496,Army,FBS Independents,4,False,2,"{'minutes': 12, 'seconds': 28}",16,84,8
7,7.0,2014.0,Rice,Conference USA,8,PUNT,"{'minutes': 2, 'seconds': 14}",2,"{'minutes': 5, 'seconds': 3}",15,85,400548049,4005480498,Army,FBS Independents,3,False,2,"{'minutes': 7, 'seconds': 17}",25,75,-10
9,7.0,2014.0,Rice,Conference USA,10,TD,"{'minutes': 2, 'seconds': 14}",2,"{'seconds': 4, 'minutes': 0}",100,0,400548049,40054804910,Army,FBS Independents,9,True,2,"{'minutes': 2, 'seconds': 18}",25,75,75
11,7.0,2014.0,Rice,Conference USA,12,FUMBLE,"{'minutes': 2, 'seconds': 20}",3,"{'minutes': 12, 'seconds': 40}",41,59,400548049,40054804912,Army,FBS Independents,5,False,3,"{'minutes': 15, 'seconds': 0}",25,75,16
13,7.0,2014.0,Rice,Conference USA,14,TD,"{'minutes': 4, 'seconds': 2}",3,"{'minutes': 8, 'seconds': 28}",100,0,400548049,40054804914,Army,FBS Independents,8,True,3,"{'minutes': 12, 'seconds': 30}",25,75,75
15,7.0,2014.0,Rice,Conference USA,16,PUNT,"{'minutes': 1, 'seconds': 42}",3,"{'minutes': 1, 'seconds': 59}",30,70,400548049,40054804916,Army,FBS Independents,3,False,3,"{'minutes': 3, 'seconds': 41}",26,74,4
17,7.0,2014.0,Rice,Conference USA,18,FUMBLE,"{'minutes': 2, 'seconds': 2}",4,"{'minutes': 13, 'seconds': 17}",32,68,400548049,40054804918,Army,FBS Independents,5,False,3,"{'seconds': 19, 'minutes': 0}",10,90,22
19,7.0,2014.0,Rice,Conference USA,20,DOWNS,"{'minutes': 2, 'seconds': 7}",4,"{'minutes': 10, 'seconds': 7}",24,76,400548049,40054804920,Army,FBS Independents,6,False,4,"{'minutes': 12, 'seconds': 14}",4,96,20
21,7.0,2014.0,Rice,Conference USA,22,DOWNS,"{'minutes': 1, 'seconds': 26}",4,"{'minutes': 5, 'seconds': 22}",42,58,400548049,40054804922,Army,FBS Independents,5,False,4,"{'minutes': 6, 'seconds': 48}",25,75,17
23,7.0,2014.0,Rice,Conference USA,24,END OF GAME,"{'minutes': 1, 'seconds': 45}",4,"{'minutes': 0, 'seconds': 0}",97,3,400548049,40054804924,Army,FBS Independents,9,False,4,"{'minutes': 1, 'seconds': 45}",25,75,72
1,8.0,2014.0,Kent State,Mid-American,2,FG,"{'minutes': 3, 'seconds': 27}",1,"{'minutes': 11, 'seconds': 33}",14,14,400548134,4005481342,Army,FBS Independents,8,True,1,"{'minutes': 15, 'seconds': 0}",37,37,23
4,8.0,2014.0,Kent State,Mid-American,5,PUNT,"{'minutes': 1, 'seconds': 56}",1,"{'minutes': 3, 'seconds': 22}",57,57,400548134,4005481345,Army,FBS Independents,4,False,1,"{'minutes': 5, 'seconds': 18}",88,88,31
6,8.0,2014.0,Kent State,Mid-American,7,TD,"{'minutes': 5, 'seconds': 0}",2,"{'minutes': 7, 'seconds': 53}",0,0,400548134,4005481347,Army,FBS Independents,10,True,2,"{'minutes': 12, 'seconds': 53}",69,69,69
8,8.0,2014.0,Kent State,Mid-American,9,PUNT,"{'minutes': 2, 'seconds': 59}",2,"{'minutes': 3, 'seconds': 20}",73,73,400548134,4005481349,Army,FBS Independents,7,False,2,"{'minutes': 6, 'seconds': 19}",96,96,23
10,8.0,2014.0,Kent State,Mid-American,11,DOWNS,"{'minutes': 1, 'seconds': 23}",2,"{'minutes': 0, 'seconds': 0}",40,40,400548134,40054813411,Army,FBS Independents,8,False,2,"{'minutes': 1, 'seconds': 23}",74,74,34
11,8.0,2014.0,Kent State,Mid-American,12,DOWNS,"{'minutes': 1, 'seconds': 50}",3,"{'minutes': 13, 'seconds': 4}",92,92,400548134,40054813413,Army,FBS Independents,4,False,3,"{'minutes': 14, 'seconds': 54}",79,79,-13
13,8.0,2014.0,Kent State,Mid-American,14,TD,"{'minutes': 3, 'seconds': 34}",3,"{'minutes': 9, 'seconds': 12}",0,0,400548134,40054813415,Army,FBS Independents,8,True,3,"{'minutes': 12, 'seconds': 46}",77,77,77
15,8.0,2014.0,Kent State,Mid-American,16,PUNT,"{'minutes': 3, 'seconds': 7}",3,"{'minutes': 1, 'seconds': 11}",61,61,400548134,40054813417,Army,FBS Independents,6,False,3,"{'minutes': 4, 'seconds': 18}",77,77,16
17,8.0,2014.0,Kent State,Mid-American,18,DOWNS,"{'minutes': 3, 'seconds': 19}",4,"{'minutes': 8, 'seconds': 45}",31,31,400548134,40054813419,Army,FBS Independents,8,False,4,"{'minutes': 12, 'seconds': 4}",69,69,38
19,8.0,2014.0,Kent State,Mid-American,20,INT,"{'seconds': 48, 'minutes': 0}",4,"{'minutes': 5, 'seconds': 17}",75,75,400548134,40054813421,Army,FBS Independents,2,False,4,"{'minutes': 6, 'seconds': 5}",80,80,11
21,8.0,2014.0,Kent State,Mid-American,22,DOWNS,"{'minutes': 1, 'seconds': 38}",4,"{'minutes': 2, 'seconds': 19}",51,51,400548134,40054813423,Army,FBS Independents,7,False,4,"{'minutes': 3, 'seconds': 57}",75,75,24
1,10.0,2014.0,Air Force,Mountain West,2,FG,"{'minutes': 1, 'seconds': 5}",1,"{'minutes': 10, 'seconds': 9}",76,24,400548226,4005482262,Army,FBS Independents,4,True,1,"{'minutes': 11, 'seconds': 14}",72,28,4
3,10.0,2014.0,Air Force,Mountain West,4,MISSED FG,"{'minutes': 2, 'seconds': 38}",1,"{'minutes': 4, 'seconds': 48}",77,23,400548226,4005482264,Army,FBS Independents,6,False,1,"{'minutes': 7, 'seconds': 26}",46,54,31
5,10.0,2014.0,Air Force,Mountain West,6,PUNT,"{'minutes': 1, 'seconds': 0}",2,"{'minutes': 14, 'seconds': 44}",17,83,400548226,4005482266,Army,FBS Independents,3,False,1,"{'seconds': 44, 'minutes': 0}",20,80,-3
7,10.0,2014.0,Air Force,Mountain West,8,PUNT,"{'minutes': 1, 'seconds': 56}",2,"{'minutes': 8, 'seconds': 33}",27,73,400548226,4005482268,Army,FBS Independents,3,False,2,"{'minutes': 10, 'seconds': 29}",18,82,9
9,10.0,2014.0,Air Force,Mountain West,10,PUNT,"{'minutes': 2, 'seconds': 38}",2,"{'minutes': 2, 'seconds': 35}",49,51,400548226,40054822610,Army,FBS Independents,5,False,2,"{'minutes': 5, 'seconds': 13}",25,75,24
11,10.0,2014.0,Air Force,Mountain West,12,END OF HALF,"{'minutes': 1, 'seconds': 9}",2,"{'minutes': 0, 'seconds': 0}",22,78,400548226,40054822612,Army,FBS Independents,4,False,2,"{'minutes': 1, 'seconds': 9}",19,81,3
12,10.0,2014.0,Air Force,Mountain West,13,PUNT,"{'minutes': 1, 'seconds': 27}",3,"{'minutes': 13, 'seconds': 33}",32,68,400548226,40054822613,Army,FBS Independents,3,False,3,"{'minutes': 15, 'seconds': 0}",35,65,-3
14,10.0,2014.0,Air Force,Mountain West,15,PUNT,"{'minutes': 1, 'seconds': 25}",3,"{'minutes': 11, 'seconds': 20}",30,70,400548226,40054822615,Army,FBS Independents,3,False,3,"{'minutes': 12, 'seconds': 45}",25,75,5
16,10.0,2014.0,Air Force,Mountain West,17,FG,"{'minutes': 6, 'seconds': 42}",3,"{'minutes': 2, 'seconds': 52}",72,28,400548226,40054822617,Army,FBS Independents,14,True,3,"{'minutes': 9, 'seconds': 34}",25,75,47
18,10.0,2014.0,Air Force,Mountain West,19,PUNT,"{'minutes': 1, 'seconds': 47}",4,"{'minutes': 13, 'seconds': 31}",27,73,400548226,40054822619,Army,FBS Independents,3,False,3,"{'seconds': 18, 'minutes': 0}",20,80,7
20,10.0,2014.0,Air Force,Mountain West,21,FUMBLE,"{'minutes': 2, 'seconds': 7}",4,"{'minutes': 4, 'seconds': 45}",57,43,400548226,40054822621,Army,FBS Independents,6,False,4,"{'minutes': 6, 'seconds': 52}",22,78,35
1,11.0,2014.0,Connecticut,American Athletic,2,TD,"{'minutes': 8, 'seconds': 41}",1,"{'minutes': 1, 'seconds': 53}",100,0,400547705,4005477052,Army,FBS Independents,16,True,1,"{'minutes': 10, 'seconds': 34}",11,89,89
3,11.0,2014.0,Connecticut,American Athletic,4,TD,"{'minutes': 5, 'seconds': 49}",2,"{'minutes': 8, 'seconds': 39}",100,0,400547705,4005477054,Army,FBS Independents,11,True,2,"{'minutes': 14, 'seconds': 28}",15,85,85
5,11.0,2014.0,Connecticut,American Athletic,6,FUMBLE,"{'minutes': 3, 'seconds': 23}",2,"{'minutes': 2, 'seconds': 4}",60,40,400547705,4005477056,Army,FBS Independents,7,False,2,"{'minutes': 5, 'seconds': 27}",24,76,34
7,11.0,2014.0,Connecticut,American Athletic,8,END OF HALF,"{'seconds': 47, 'minutes': 0}",2,"{'minutes': 0, 'seconds': 0}",18,82,400547705,4005477058,Army,FBS Independents,1,False,2,"{'seconds': 47, 'minutes': 0}",18,82,0
8,11.0,2014.0,Connecticut,American Athletic,9,TD,"{'minutes': 6, 'seconds': 56}",3,"{'minutes': 8, 'seconds': 4}",100,0,400547705,4005477059,Army,FBS Independents,12,True,3,"{'minutes': 15, 'seconds': 0}",21,79,79
10,11.0,2014.0,Connecticut,American Athletic,11,PUNT,"{'minutes': 1, 'seconds': 31}",3,"{'minutes': 3, 'seconds': 19}",42,58,400547705,40054770511,Army,FBS Independents,4,False,3,"{'minutes': 4, 'seconds': 50}",26,74,16
12,11.0,2014.0,Connecticut,American Athletic,13,PUNT,"{'minutes': 1, 'seconds': 53}",4,"{'minutes': 11, 'seconds': 1}",40,60,400547705,40054770513,Army,FBS Independents,3,False,4,"{'minutes': 12, 'seconds': 54}",35,65,5
14,11.0,2014.0,Connecticut,American Athletic,15,TD,"{'minutes': 5, 'seconds': 23}",4,"{'minutes': 4, 'seconds': 22}",100,0,400547705,40054770515,Army,FBS Independents,9,True,4,"{'minutes': 9, 'seconds': 45}",48,52,52
1,12.0,2014.0,Western Kentucky,Conference USA,2,TD,"{'minutes': 5, 'seconds': 54}",1,"{'minutes': 8, 'seconds': 3}",0,0,400548077,4005480772,Army,FBS Independents,12,True,1,"{'minutes': 13, 'seconds': 57}",64,64,64
3,12.0,2014.0,Western Kentucky,Conference USA,4,DOWNS,"{'minutes': 3, 'seconds': 22}",1,"{'minutes': 2, 'seconds': 13}",81,81,400548077,4005480774,Army,FBS Independents,7,False,1,"{'minutes': 5, 'seconds': 35}",66,66,-15
5,12.0,2014.0,Western Kentucky,Conference USA,6,FG,"{'minutes': 4, 'seconds': 14}",2,"{'minutes': 11, 'seconds': 51}",25,25,400548077,4005480776,Army,FBS Independents,10,True,1,"{'minutes': 1, 'seconds': 13}",76,76,51
7,12.0,2014.0,Western Kentucky,Conference USA,8,PUNT,"{'minutes': 2, 'seconds': 11}",2,"{'minutes': 6, 'seconds': 31}",41,41,400548077,4005480778,Army,FBS Independents,5,False,2,"{'minutes': 8, 'seconds': 42}",60,60,19
9,12.0,2014.0,Western Kentucky,Conference USA,10,MISSED FG,"{'minutes': 4, 'seconds': 0}",2,"{'minutes': 1, 'seconds': 43}",4,4,400548077,40054807710,Army,FBS Independents,9,False,2,"{'minutes': 5, 'seconds': 43}",58,58,54
11,12.0,2014.0,Western Kentucky,Conference USA,12,PUNT,"{'minutes': 2, 'seconds': 50}",3,"{'minutes': 12, 'seconds': 1}",47,47,400548077,40054807712,Army,FBS Independents,5,False,3,"{'minutes': 14, 'seconds': 51}",67,67,20
13,12.0,2014.0,Western Kentucky,Conference USA,14,PUNT,"{'minutes': 2, 'seconds': 49}",3,"{'minutes': 8, 'seconds': 54}",54,54,400548077,40054807714,Army,FBS Independents,4,False,3,"{'minutes': 11, 'seconds': 43}",76,76,22
15,12.0,2014.0,Western Kentucky,Conference USA,16,TD,"{'seconds': 49, 'minutes': 0}",3,"{'minutes': 3, 'seconds': 51}",0,0,400548077,40054807716,Army,FBS Independents,2,True,3,"{'minutes': 4, 'seconds': 40}",59,59,59
